Id. monitorado,Id. matrícula, Estabelecimento,Perfil atual,Artigos,Alarme,Data de início,Data de violação,Data de finalização,Duração (com alarme)
M75967,100315,R7 - PFBT - Penitenciária Estadual de Francisco Beltrão,Execução: Regime Semiaberto Harmonizado,Cód. Penal: 14,Movimento sem sinal de GPS (uMov),23/06/2023 14:39:22,23/06/2023 15:40:21,23/06/2023 15:43:21,00:03:00 (01:03:59)
